,referralId,reasons.count,reasons.items,venue.id,venue.name,venue.location.address,venue.location.lat,venue.location.lng,venue.location.labeledLatLngs,venue.location.distance,venue.location.postalCode,venue.location.cc,venue.location.city,venue.location.state,venue.location.country,venue.location.formattedAddress,venue.categories,venue.photos.count,venue.photos.groups,venue.location.crossStreet,venue.delivery.id,venue.delivery.url,venue.delivery.provider.name,venue.delivery.provider.icon.prefix,venue.delivery.provider.icon.sizes,venue.delivery.provider.icon.name,venue.location.neighborhood,venue.venuePage.id,Station,LINE
2,e-0-4b6aff11f964a5206feb2be3-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b6aff11f964a5206feb2be3,Subzi Mandi,72-30 37th Ave,40.748362671711575,-73.8936792308258,"[{'label': 'display', 'lat': 40.748362671711575, 'lng': -73.8936792308258}]",456,11372,US,Jackson Heights,NY,United States,"['72-30 37th Ave (73rd Street)', 'Jackson Heights, NY 11372', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],73rd Street,,,,,,,,,65th St,E-M-R
3,e-0-4c7a7e7e81bca093f5870015-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c7a7e7e81bca093f5870015,Titash Supermarket,71-08 35th Ave,40.75035858154297,-73.89456939697266,"[{'label': 'display', 'lat': 40.75035858154297, 'lng': -73.89456939697266}]",362,11372,US,Flushing,NY,United States,"['71-08 35th Ave', 'Flushing, NY 11372', 'United States']","[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,65th St,E-M-R
0,e-0-5bc9da0c033693002c521827-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5bc9da0c033693002c521827,Trader Joe's,400 Grand St. (Cellar),40.716003499114976,-73.98679461103265,"[{'label': 'display', 'lat': 40.716003499114976, 'lng': -73.98679461103265}]",317,10002,US,New York,NY,United States,"['400 Grand St. (Cellar)', 'New York, NY 10002', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Delancey St - Essex St,J-M-Z
1,e-0-50213568e4b02a6248c9265e-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",50213568e4b02a6248c9265e,Union Market,240 E Houston St,40.72235957778278,-73.986293449898,"[{'label': 'display', 'lat': 40.72235957778278, 'lng': -73.986293449898}, {'label': 'entrance', 'lat': 40.722298, 'lng': -73.985906}]",436,10002,US,New York,NY,United States,"['240 E Houston St (at Ave A)', 'New York, NY 10002', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at Ave A,,,,,,,,,Delancey St - Essex St,J-M-Z
2,e-0-4b5c927ef964a520483729e3-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b5c927ef964a520483729e3,Hua Du Dumpling Shop,249-253 Grand St,40.718277,-73.993942,"[{'label': 'display', 'lat': 40.718277, 'lng': -73.993942}]",496,10002,US,New York,NY,United States,"['249-253 Grand St (at Chrystie St)', 'New York, NY 10002', 'United States']","[{'id': '4bf58dd8d48988d108941735', 'name': 'Dumpling Restaurant', 'pluralName': 'Dumpling Restaurants', 'shortName': 'Dumplings', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dumplings_', 'suffix': '.png'}, 'primary': True}]",0,[],at Chrystie St,,,,,,,,,Delancey St - Essex St,J-M-Z
3,e-0-4b47b57bf964a5205f3b26e3-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b47b57bf964a5205f3b26e3,Fine Fare,175 Clinton St,40.7156249,-73.9871454,"[{'label': 'display', 'lat': 40.7156249, 'lng': -73.9871454}, {'label': 'entrance', 'lat': 40.71579, 'lng': -73.98701}]",349,10002,US,New York,NY,United States,"['175 Clinton St (btwn E Broadway & Grand)', 'New York, NY 10002', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn E Broadway & Grand,,,,,,,,,Delancey St - Essex St,J-M-Z
4,e-0-4bcf4ad09854d13ac8c5f54d-4,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bcf4ad09854d13ac8c5f54d,Eastern Supermarket,339 Grand St,40.716846999999994,-73.990279,"[{'label': 'display', 'lat': 40.716846999999994, 'lng': -73.990279}, {'label': 'entrance', 'lat': 40.71695, 'lng': -73.990226}]",275,10002,US,New York,NY,United States,"['339 Grand St (Ludlow)', 'New York, NY 10002', 'United States']","[{'id': '4bf58dd8d48988d1ff941735', 'name': 'Miscellaneous Shop', 'pluralName': 'Miscellaneous Shops', 'shortName': 'Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/default_', 'suffix': '.png'}, 'primary': True}]",0,[],Ludlow,,,,,,,,,Delancey St - Essex St,J-M-Z
5,e-0-508ca977e4b0d2cf8b7a7b18-5,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",508ca977e4b0d2cf8b7a7b18,Estevez Supermarket,,40.71860613224402,-73.98235727948212,"[{'label': 'display', 'lat': 40.71860613224402, 'lng': -73.98235727948212}]",482,10002,US,New York,NY,United States,"['New York, NY 10002', 'United States']","[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Delancey St - Essex St,J-M-Z
0,e-0-5feacd2abcd400046905b3c0-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5feacd2abcd400046905b3c0,Shop Fair Supermarkets,2222 Pitkin Ave,40.6724609,-73.8904825,"[{'label': 'display', 'lat': 40.6724609, 'lng': -73.8904825}]",29,11207,US,Brooklyn,NY,United States,"['2222 Pitkin Ave', 'Brooklyn, NY 11207', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Van Siclen Ave,J-Z
1,e-0-4ea0a709b80355a980ffda0f-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ea0a709b80355a980ffda0f,Supermarket Independent Group,2222 Pitkin Ave,40.67312539821272,-73.89041185076358,"[{'label': 'display', 'lat': 40.67312539821272, 'lng': -73.89041185076358}, {'label': 'entrance', 'lat': 40.672561, 'lng': -73.890503}]",46,11207,US,Brooklyn,NY,United States,"['2222 Pitkin Ave', 'Brooklyn, NY 11207', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Van Siclen Ave,J-Z
0,e-0-4e32ceb552b151d56871045a-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4e32ceb552b151d56871045a,Fine Fare International Supermarket,3008 Fulton St,40.6800537109375,-73.88337707519531,"[{'label': 'display', 'lat': 40.6800537109375, 'lng': -73.88337707519531}]",356,11208,US,Brooklyn,NY,United States,"['3008 Fulton St (Linwood Avenue)', 'Brooklyn, NY 11208', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],Linwood Avenue,,,,,,,,,Norwood Ave,J-Z
0,e-0-5e3097086aa7cc0008c7b01c-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5e3097086aa7cc0008c7b01c,CTown Supermarket,98-02 Jamaica Ave,40.694746022705445,-73.84727463126183,"[{'label': 'display', 'lat': 40.694746022705445, 'lng': -73.84727463126183}]",244,11421,US,Queens,NY,United States,"['98-02 Jamaica Ave', 'Queens, NY 11421', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,1364121198,104th-102nd Sts,J-Z
1,e-0-51433b9af0e4066e7af8fe5e-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",51433b9af0e4066e7af8fe5e,Deals,9601 Jamaica Ave,40.69485092163086,-73.84884643554688,"[{'label': 'display', 'lat': 40.69485092163086, 'lng': -73.84884643554688}]",373,11421,US,Woodhaven,NY,United States,"['9601 Jamaica Ave', 'Woodhaven, NY 11421', 'United States']","[{'id': '52dea92d3cf9994f4e043dbb', 'name': 'Discount Store', 'pluralName': 'Discount Stores', 'shortName': 'Discount Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/discountstore_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,104th-102nd Sts,J-Z
2,e-0-579568df498eb141cc89a759-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",579568df498eb141cc89a759,Fine Fare Supermarket,107-8 Jamaica Ave,40.695192,-73.840089,"[{'label': 'display', 'lat': 40.695192, 'lng': -73.840089}]",366,11418,US,New York,NY,United States,"['107-8 Jamaica Ave', 'New York, NY 11418', 'United States']","[{'id': '50be8ee891d4fa8dcc7199a7', 'name': 'Market', 'pluralName': 'Markets', 'shortName': 'Market', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/market_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,104th-102nd Sts,J-Z
0,e-0-4af72287f964a520410622e3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4af72287f964a520410622e3,Associated Supermarket,333 Seneca Ave,40.707604804235764,-73.91546874122984,"[{'label': 'display', 'lat': 40.707604804235764, 'lng': -73.91546874122984}]",493,11385,US,Queens,NY,United States,"['333 Seneca Ave (at Dekalb Ave)', 'Queens, NY 11385', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at Dekalb Ave,,,,,,,,,DeKalb Ave,B-D-N-Q-R
1,e-0-4adb7da5f964a520202821e3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4adb7da5f964a520202821e3,Key Food,72-80 Wyckoff Ave,40.70471460014161,-73.92035785522492,"[{'label': 'display', 'lat': 40.70471460014161, 'lng': -73.92035785522492}]",212,11237,US,Brooklyn,NY,United States,"['72-80 Wyckoff Ave (at Hart St)', 'Brooklyn, NY 11237', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at Hart St,,,,,,,,,DeKalb Ave,B-D-N-Q-R
0,e-0-4c796c032dc195216b13a677-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c796c032dc195216b13a677,Key Food,10538 Rockaway Beach Blvd,40.582918,-73.827451,"[{'label': 'display', 'lat': 40.582918, 'lng': -73.827451}, {'label': 'entrance', 'lat': 40.582709, 'lng': -73.827611}]",40,11694,US,Rockaway Park,NY,United States,"['10538 Rockaway Beach Blvd', 'Rockaway Park, NY 11694', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Beach 105th St,A-S
0,e-0-50a1590100cab279dee0de76-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",50a1590100cab279dee0de76,Key Food,87-15 Rockaway Beach Blvd,40.58720967841254,-73.81275217206752,"[{'label': 'display', 'lat': 40.58720967841254, 'lng': -73.81275217206752}]",124,11693,US,Queens,NY,United States,"['87-15 Rockaway Beach Blvd', 'Rockaway Beach, NY 11693', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Beach 90th St,A-S
1,e-0-4c94eade6b35a143c8da1fdc-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c94eade6b35a143c8da1fdc,Hammel Stop 1 Supermarket,,40.58841847489088,-73.80977324174934,"[{'label': 'display', 'lat': 40.58841847489088, 'lng': -73.80977324174934}]",329,11693,US,Far Rockaway,NY,United States,"['Far Rockaway, NY 11693', 'United States']","[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Beach 90th St,A-S
0,e-0-4e07f1fc1f6e211033906994-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4e07f1fc1f6e211033906994,Associated Supermarket,1334 Louis Nine Blvd,40.83198793533149,-73.89184511050587,"[{'label': 'display', 'lat': 40.83198793533149, 'lng': -73.89184511050587}]",222,10459,US,Bronx,NY,United States,"['1334 Louis Nine Blvd (Jennings)', 'Bronx, NY 10459', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],Jennings,,,,,,,,,Freeman St,2-5
0,e-0-504654c1e4b008d1e1cf0628-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",504654c1e4b008d1e1cf0628,Fine Fare,,40.859877000000004,-73.897577,"[{'label': 'display', 'lat': 40.859877000000004, 'lng': -73.897577}]",498,10458,US,Bronx,NY,United States,"['Bronx, NY 10458', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,182nd-183rd Sts,B-D
1,e-0-4cf67686d3a8a1cd206bd143-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4cf67686d3a8a1cd206bd143,Pioneer Supermarket,2262 Jerome Ave,40.858360851073606,-73.90373965692451,"[{'label': 'display', 'lat': 40.858360851073606, 'lng': -73.90373965692451}, {'label': 'entrance', 'lat': 40.858299, 'lng': -73.903735}]",357,10453,US,Bronx,NY,United States,"['2262 Jerome Ave', 'Bronx, NY 10453', 'United States']","[{'id': '50be8ee891d4fa8dcc7199a7', 'name': 'Market', 'pluralName': 'Markets', 'shortName': 'Market', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/market_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,182nd-183rd Sts,B-D
2,e-0-56290d5a498e1f3e3a102f70-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",56290d5a498e1f3e3a102f70,Pioneer Supermarket,2400 Ryer Ave,40.85988235473633,-73.89756774902344,"[{'label': 'entrance', 'lat': 40.859917, 'lng': -73.89774}, {'label': 'display', 'lat': 40.85988235473633, 'lng': -73.89756774902344}]",499,10458,US,Bronx,NY,United States,"['2400 Ryer Ave (East 187th Street)', 'Bronx, NY 10458', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b1c', 'name': 'Fruit & Vegetable Store', 'pluralName': 'Fruit & Vegetable Stores', 'shortName': 'Fruit & Vegetable Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],East 187th Street,,,,,,,,,182nd-183rd Sts,B-D
0,e-0-4edd68402c5b50aba231e5f6-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4edd68402c5b50aba231e5f6,Key Food,1781 Walton Ave,40.84824688470632,-73.90990893691307,"[{'label': 'display', 'lat': 40.84824688470632, 'lng': -73.90990893691307}, {'label': 'entrance', 'lat': 40.848059, 'lng': -73.910005}]",261,10453,US,Bronx,NY,United States,"['1781 Walton Ave (Walton Ave)', 'Bronx, NY 10453', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],Walton Ave,,,,,,,,,174th-175th Sts,B-D
1,e-0-4f48e210e4b0b0b99a90b068-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4f48e210e4b0b0b99a90b068,Pioneer supermarket,Grand Concourse,40.845891312190055,-73.9113450041815,"[{'label': 'display', 'lat': 40.845891312190055, 'lng': -73.9113450041815}]",101,10452,US,Bronx,NY,United States,"['Grand Concourse (Mount Eden Parkway)', 'Bronx, NY 10452', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],Mount Eden Parkway,,,,,,,,,174th-175th Sts,B-D
2,e-0-5bc2604e9de23b002c9bf2d6-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5bc2604e9de23b002c9bf2d6,Fine Fare,49 E Mount Eden Ave,40.844039,-73.913647,"[{'label': 'display', 'lat': 40.844039, 'lng': -73.913647}]",361,10452,US,New York,NY,United States,"['49 E Mount Eden Ave', 'New York, NY 10452', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,174th-175th Sts,B-D
3,e-0-5d58bcd82b148600086e67aa-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5d58bcd82b148600086e67aa,Antillana Superfood Marketplace,1791 Jerome Ave,40.849008,-73.911662,"[{'label': 'display', 'lat': 40.849008, 'lng': -73.911662}]",369,10453,US,New York,NY,United States,"['1791 Jerome Ave', 'New York, NY 10453', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,174th-175th Sts,B-D
4,e-0-4bba43c498c7ef3b2be63202-4,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bba43c498c7ef3b2be63202,Keyfood supermarket,1791 Walton Ave,40.84816490616402,-73.90987020918791,"[{'label': 'display', 'lat': 40.84816490616402, 'lng': -73.90987020918791}]",253,10453,US,Bronx,NY,United States,"['1791 Walton Ave (176th street)', 'Bronx, NY 10453', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],176th street,,,,,,,,,174th-175th Sts,B-D
